# Dataset "Data 0" exported from GenX on Thu Jan 17 11:25:38 2019
# Column lables:
# x	I_simulated	I	error(I)
1.400000000000000133e-01 1.000000000000000444e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.440000000000000169e-01 9.999995508312411463e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.480000000000000204e-01 9.999984531314796143e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.519999999999999962e-01 9.999973582218365520e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.559999999999999998e-01 9.999959781304248452e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000033e-01 9.999941504000997572e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.640000000000000069e-01 9.999916772457974057e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.680000000000000104e-01 9.999882859813498115e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.720000000000000140e-01 9.999835864658913609e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.760000000000000175e-01 9.999770098170196464e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.799999999999999933e-01 9.999677141981645478e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.839999999999999969e-01 9.999544361103951395e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.880000000000000004e-01 9.999352510022961882e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.920000000000000040e-01 9.999071803823771365e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.960000000000000075e-01 9.998655335474068151e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000111e-01 9.998027793248385198e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.040000000000000147e-01 9.997065627436453328e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.080000000000000182e-01 9.995561181278698193e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.120000000000000218e-01 9.993155698282498722e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.159999999999999976e-01 9.989209507238632213e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.200000000000000011e-01 9.982539546311870460e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.240000000000000047e-01 9.970861659971198554e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.280000000000000082e-01 9.949534235264172466e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.320000000000000118e-01 9.908524341483773146e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.360000000000000153e-01 9.824451800797315837e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000189e-01 9.637641225076890583e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.439999999999999947e-01 9.179292629662130221e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.479999999999999982e-01 7.935954203487108893e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.520000000000000018e-01 4.667019845301163539e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.560000000000000053e-01 4.430842149688490189e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.600000000000000089e-01 8.772286823638784925e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.640000000000000124e-01 2.712445449159351374e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.680000000000000160e-01 3.701293350021191975e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.720000000000000195e-01 3.969974847279682528e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.760000000000000231e-01 3.748059917119535567e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.800000000000000266e-01 3.164616045659892629e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.840000000000000302e-01 2.327787275502591624e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.880000000000000338e-01 1.395561052079254960e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.920000000000000373e-01 5.908041197865628730e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.959999999999999853e-01 1.204954453166436068e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.999999999999999889e-01 5.243222582428951929e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.039999999999999925e-01 2.893386033923450035e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.079999999999999960e-01 6.631770136200272614e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.119999999999999996e-01 1.032576881355079662e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.160000000000000031e-01 1.315185361051123270e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000067e-01 1.476771301436989037e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.240000000000000102e-01 1.512065262950244293e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.280000000000000138e-01 1.431687631150440621e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.320000000000000173e-01 1.256027587202835361e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.360000000000000209e-01 1.013137439488144831e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000244e-01 7.375748397855232119e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.440000000000000280e-01 4.678134226728561385e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.480000000000000315e-01 2.410552815890625034e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.520000000000000351e-01 8.618869785191208416e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.559999999999999831e-01 1.754216394812466205e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.599999999999999867e-01 3.247114505423365216e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.639999999999999902e-01 1.139676521218901083e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.679999999999999938e-01 2.367681920721590935e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.719999999999999973e-01 3.740402316576035835e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.760000000000000009e-01 5.023554577314977981e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.800000000000000044e-01 6.042274880245356722e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.840000000000000080e-01 6.686938911693426912e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.880000000000000115e-01 6.908146178101222390e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.920000000000000151e-01 6.707955705331077045e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.960000000000000187e-01 6.131081038013218992e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000222e-01 5.256850181529690302e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.040000000000000258e-01 4.190997907322970700e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.080000000000000293e-01 3.055802102396177819e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.120000000000000329e-01 1.977579774786833444e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.160000000000000364e-01 1.071899722029371477e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.200000000000000400e-01 4.285475982151894930e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.239999999999999880e-01 9.947819972198428638e-04 0.000000000000000000e+00 0.000000000000000000e+00
4.279999999999999916e-01 9.291319548239512739e-04 0.000000000000000000e+00 0.000000000000000000e+00
4.319999999999999951e-01 3.751874771891501332e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.359999999999999987e-01 8.795943418404087930e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.400000000000000022e-01 1.519510026948397291e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.440000000000000058e-01 2.202373117011055884e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.480000000000000093e-01 2.841714989503797695e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.520000000000000129e-01 3.365769016890814841e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.560000000000000164e-01 3.722480327585943327e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.600000000000000200e-01 3.881542598179954506e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.640000000000000235e-01 3.834334256112424677e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.680000000000000271e-01 3.592479730219225176e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.720000000000000306e-01 3.185446457797572184e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.760000000000000342e-01 2.657288075256578758e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.800000000000000377e-01 2.062474891769796453e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.839999999999999858e-01 1.460769970929898590e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.879999999999999893e-01 9.113104935841206955e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.919999999999999929e-01 4.663730646435935642e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.959999999999999964e-01 1.656107639238373801e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 3.169514737377107844e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.040000000000000036e-01 6.816617513168605775e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.080000000000000071e-01 2.598864240738813641e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.120000000000000107e-01 5.759420042191124196e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.160000000000000142e-01 9.743326046823477457e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.200000000000000178e-01 1.407517460953048097e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.240000000000000213e-01 1.827891682749157101e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.280000000000000249e-01 2.192496121831507064e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.320000000000000284e-01 2.466584985948800865e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.360000000000000320e-01 2.625965189148033244e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.400000000000000355e-01 2.658207865655408744e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.440000000000000391e-01 2.562902599748757837e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.480000000000000426e-01 2.351107291870857541e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.520000000000000462e-01 2.044087654997541609e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.560000000000000497e-01 1.671386510575734174e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.600000000000000533e-01 1.268250064050490365e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.640000000000000568e-01 8.724847984705772636e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.680000000000000604e-01 5.209210860824747130e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.720000000000000639e-01 2.457902421503028317e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.760000000000000675e-01 7.143274390619302116e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.800000000000000711e-01 1.179362668545424684e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.839999999999999636e-01 6.909077406983533910e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.879999999999999671e-01 2.338645968853767920e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.919999999999999707e-01 4.863778271805908535e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.959999999999999742e-01 7.991027406038070727e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.999999999999999778e-01 1.139876979211270486e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.039999999999999813e-01 1.475263312762375122e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.079999999999999849e-01 1.773706003736948839e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.119999999999999885e-01 2.008197830967531697e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.159999999999999920e-01 2.158307810557687570e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.199999999999999956e-01 2.211530390612460178e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.239999999999999991e-01 2.163982498217156478e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.280000000000000027e-01 2.020495453061409499e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.320000000000000062e-01 1.794138732202287326e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.360000000000000098e-01 1.505192894471815875e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.400000000000000133e-01 1.179580930284678149e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.440000000000000169e-01 8.467871752250432163e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.480000000000000204e-01 5.373474201214860357e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.520000000000000240e-01 2.800764336189538739e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.560000000000000275e-01 9.928895544029355067e-04 0.000000000000000000e+00 0.000000000000000000e+00
6.600000000000000311e-01 1.233613719990778092e-04 0.000000000000000000e+00 0.000000000000000000e+00
6.640000000000000346e-01 2.778985259182636383e-04 0.000000000000000000e+00 0.000000000000000000e+00
6.680000000000000382e-01 1.445438840227130988e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.720000000000000417e-01 3.519693719039288567e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.760000000000000453e-01 6.310931614310848377e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.800000000000000488e-01 9.566076206354334407e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.840000000000000524e-01 1.299411498120720855e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.880000000000000560e-01 1.629346003262785100e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.920000000000000595e-01 1.917824934436498929e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.960000000000000631e-01 2.140138056999155505e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000666e-01 2.277300590742158473e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.040000000000000702e-01 2.317400510517675025e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.079999999999999627e-01 2.256443156190143448e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.119999999999999662e-01 2.098706544897860696e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.159999999999999698e-01 1.856608840828587875e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.199999999999999734e-01 1.550066673539644835e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.239999999999999769e-01 1.205307430993645193e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.279999999999999805e-01 8.531075065969959473e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.319999999999999840e-01 5.264738009608525490e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.359999999999999876e-01 2.578693838723960033e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.399999999999999911e-01 7.619325435001431069e-04 0.000000000000000000e+00 0.000000000000000000e+00
7.439999999999999947e-01 3.830232270125370596e-05 0.000000000000000000e+00 0.000000000000000000e+00
7.479999999999999982e-01 5.415222559565403696e-04 0.000000000000000000e+00 0.000000000000000000e+00
7.520000000000000018e-01 2.298421946455594597e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.560000000000000053e-01 5.223128598479629195e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.600000000000000089e-01 9.123202567145115988e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.640000000000000124e-01 1.371672806132266838e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.680000000000000160e-01 1.865766581160934606e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.720000000000000195e-01 2.356582531504752484e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.760000000000000231e-01 2.805778644086661874e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.800000000000000266e-01 3.177584848629979447e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.840000000000000302e-01 3.441325290423490058e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.880000000000000338e-01 3.573510899833071131e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.920000000000000373e-01 3.559532934962478246e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.960000000000000409e-01 3.395027589502182253e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000444e-01 3.086968545636413139e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.040000000000000480e-01 2.654484011315133909e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.080000000000000515e-01 2.129299911265824033e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.120000000000000551e-01 1.555601483307886973e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.160000000000000586e-01 9.890115956594705895e-03 0.000000000000000000e+00 0.000000000000000000e+00
8.200000000000000622e-01 4.943474641927339194e-03 0.000000000000000000e+00 0.000000000000000000e+00
8.240000000000000657e-01 1.418870222733802783e-03 0.000000000000000000e+00 0.000000000000000000e+00
8.280000000000000693e-01 2.091369998229548609e-05 0.000000000000000000e+00 0.000000000000000000e+00
8.320000000000000728e-01 1.390914041859512206e-03 0.000000000000000000e+00 0.000000000000000000e+00
8.360000000000000764e-01 6.036870948412798553e-03 0.000000000000000000e+00 0.000000000000000000e+00
8.399999999999999689e-01 1.426983064513270318e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.439999999999999725e-01 2.615914612820081572e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.479999999999999760e-01 4.151676768343077334e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.519999999999999796e-01 5.991471546970515011e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.559999999999999831e-01 8.073220899698432818e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.599999999999999867e-01 1.032223262430217448e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.639999999999999902e-01 1.265848299182832093e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.679999999999999938e-01 1.500326256053157448e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.719999999999999973e-01 1.728431951459522831e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.760000000000000009e-01 1.943913684613478854e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.800000000000000044e-01 2.141641953385330366e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.840000000000000080e-01 2.317614864622127568e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.880000000000000115e-01 2.468866944729138924e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.920000000000000151e-01 2.593326248267461831e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.960000000000000187e-01 2.689655870545900052e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000222e-01 2.757105107342432415e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.040000000000000258e-01 2.795385604042958105e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.080000000000000293e-01 2.804580186282563670e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.120000000000000329e-01 2.785086772965561508e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.160000000000000364e-01 2.737596337758848031e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.200000000000000400e-01 2.663101598931180702e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.240000000000000435e-01 2.562931301604327583e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.280000000000000471e-01 2.438803085182363883e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.320000000000000506e-01 2.292885701685953570e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.360000000000000542e-01 2.127858759196749328e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.400000000000000577e-01 1.946955558367323980e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.440000000000000613e-01 1.753972716578825197e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.480000000000000648e-01 1.553230227337983604e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.520000000000000684e-01 1.349468599551802706e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.560000000000000719e-01 1.147676667755200136e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.600000000000000755e-01 9.528545625218870496e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.639999999999999680e-01 7.697297559292690106e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.679999999999999716e-01 6.024570934092306901e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.719999999999999751e-01 4.543424189319088952e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.759999999999999787e-01 3.276303429697239450e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.799999999999999822e-01 2.233884229167899110e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.839999999999999858e-01 1.415040117118243276e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.879999999999999893e-01 8.079044853264726739e-03 0.000000000000000000e+00 0.000000000000000000e+00
9.919999999999999929e-01 3.918142536413018497e-03 0.000000000000000000e+00 0.000000000000000000e+00
9.959999999999999964e-01 1.398067836575285624e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.130634086176835427e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.004000000000000004e+00 4.675838886470104819e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.008000000000000007e+00 5.939759773690770055e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.012000000000000011e+00 1.577515262176473060e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.016000000000000014e+00 2.759541368577768470e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.020000000000000018e+00 3.947919628801708873e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.024000000000000021e+00 4.998243242622101533e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.028000000000000025e+00 5.812468680085663454e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.032000000000000028e+00 6.335064139610238794e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.036000000000000032e+00 6.547472104783938832e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.040000000000000036e+00 6.461549804139066558e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.044000000000000039e+00 6.112520861332830339e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.048000000000000043e+00 5.551866040382897466e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.052000000000000046e+00 4.840503109493360899e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.056000000000000050e+00 4.042548052687071694e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.060000000000000053e+00 3.219900737248573754e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.064000000000000057e+00 2.427846904664900281e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.068000000000000060e+00 1.711807972637006178e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.072000000000000064e+00 1.105298907654520121e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.076000000000000068e+00 6.290759062712958458e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.080000000000000071e+00 2.913772317219063103e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.084000000000000075e+00 8.909134109859972821e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.088000000000000078e+00 9.634661262771295213e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.092000000000000082e+00 3.329253653194781611e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.096000000000000085e+00 1.357727093919304658e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000089e+00 2.907391808161290331e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.104000000000000092e+00 4.721305204596615551e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.108000000000000096e+00 6.561142056067647546e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.112000000000000099e+00 8.225807303902163544e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.116000000000000103e+00 9.561322981968431401e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.120000000000000107e+00 1.046566628065513302e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.124000000000000110e+00 1.088894129985125284e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.128000000000000114e+00 1.082955218560414587e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.132000000000000117e+00 1.032723680734453763e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.136000000000000121e+00 9.453923022080979333e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.140000000000000124e+00 8.303392634513874753e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.144000000000000128e+00 6.980691926859046133e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.148000000000000131e+00 5.592123673510571375e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.152000000000000135e+00 4.236506457126108468e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.156000000000000139e+00 2.998206616032681685e-04 0.000000000000000000e+00 0.000000000000000000e+00
